,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
1206,بی شوهری هم موفقیت نیست. ولی کسی که اراده تشکیل زندگی مشترک رو نداره یک بازنده است.,-1,1,1,0,3,1
10985,،،قیامت خود بتایی گی قیامت کیوں ضروری هی،، کل مرید کی میں قیصر نامی سفاک شوهر نی روزی کی حالت میں اپنی بیوی کا گلا کاٹ کر قتل کر دیا ۔اور دو بچوں کو اپنی ساته لیکر فرار هی۔ پولیس نی مقدمه تو درج کر لیا هی ،لیکن اهل خانه کو صلح کرنی پر مجبور کیا جا رها هی ۔ هماری گورنمنٹ اف پنجاب…,-1,0,3,0,3,0
46,چقدر جنسی شوخی میکنن [NEUTRAL_]بعد میگه به دوست پسرم نمیگم و به بقیه میگه چیزمغز. وای خدا حرص میخورم چقدر[EXPRESSIONLESS_],-1,1,1,0,3,1
10581,با دوستانم بحث میکردم که مصطفی کچل نیست؛ از بس بهش علاقه داشتم. اینو غاده همسر شهید میگه. خادم انقلاب شهید چمران,-1,0,3,0,3,0
689,بهش می گفتی اگه ندیدی زنت، دخترت، عروست، گربه های ماده حیاتتون و هرچی موجود مونث تو خونتون هستن و پریود نمیشن بدون که همشون حامله شدن.,-1,1,2,0,3,1
6801,بعد می دونید جالبیش اینجاست که شوهر این خانم تو مراسم خواهرش داشت با چشاش منو می خورد بعد حالا زنش منو بلاک کرده:))) پیدا کنید علت را.,-1,1,1,0,3,1
1235,و اینک پایان این روز رو که نقش یک زن تنهای خانه دار رو بازی کردم و برای شوهرم غذا پختم و اون منو ول کرد و رفت که با رفقاش سیگار بکشه و غذا بخوره اعلام میکنم. موندم که فردا نقش دانشجوی فلک زده ای که توی عیدم باید بشینه تند تند کار کنه رو بازی کنم یا زن جوان بیخیال و خوش گذرون رو؟,1,1,1,1,1,1
4185,یه پارتنرم نداریم باش بریم پیاده رو سلامت نیمچه شکمو اب کنیم هعی زندگی [MAN_],0,1,1,0,3,0
11609,من امـد م ای خـدا درد خود دوا کنم / رخصت بده در زنم هی خدا خدا کنم شـرمـنـده رحـمــت و نـعـمـت الهـیم / عصیان شده موجب اه و روسیاهیم گـشـته اشـکـم روان بر رخ سیاه من / جان مـولـا عـلـی ، بگـذر از گـناه من,-1,0,3,0,3,0
9051,مادرم رفته داروخونه، کلمه ی یادش نیوفتاده گفته من شوهرم میخوره و بعدش حالت تهوع میگیره، شما چی دارید بهش بدیم؟ طرف هم خیلی با تعجب نگاهش کرده گفته ما چیزی نداریم! مادرمم شاکی که اینا چقدر بیشعورن دارو نمیدن [GRINNING_SQUINTING_][GRINNING_SQUINTING_][GRINNING_SQUINTING_] ,-1,1,1,0,3,1
6798,: اگه زنم از تک تک وسایل خونه استوری بزاره چی؟,0,1,1,0,3,0
1866,: من دوس دارم شوهرم راضی بشه دوستاموبیارم خونه وباهم باشیم سه تایی… [SMILING_FACE_WITH_][SMILING_],1,1,2,1,2,1
10494,اسنپ موتور سوار شدم دیدیم راننده کلا با پارچه دور سرش رو پوشونده و ماسک و کلاه نقابدار هم داره. با خنده گفتم اصلا جایی رو می بینی؟ گفت اره. یه مدت صورتم رو نپوشوندم، پوستم سوخته بود، تیره شده بودم. زنم گفت دیگه اینجوری خونه راهت نمیدم! منم مجبورم… چقدر دلم برای این مرد سوخت,-1,1,1,0,3,1
13031,"""  سال کی عمر کی بعد شادی شده زندگی"" ایک طویل فاصلی کی فلاییٹ کی لیی اییرپورٹ کی چیک ان کاونٹر په جهاز کی عملی کی ایک فرد نی شوهر سی نهایت معزرت خواهانه انداز میں درخواست کرتی هویی کها: سر مجهی افسوس کی ساته کهنا پڑ رها هی جهاز میں بهت زیاده رش کی وجه سی اپ میاں بیوی کو   [BACKHAND_INDEX_POINTING_]",-1,0,3,0,3,0
7224,دقیقاً درسته. من تو خونه ای برم و ببینم دسشویی شون کثیف هست، مهمون نمی شم و سریع می زنم بیرون.,-1,0,3,0,3,0
12984,اینجا تو افتاب نشستم یه حال خوبی حیف دقیقه ای یه بار میاد درو باز میکنه میگه مهراوه داری چکار میکنی مهراوه چرا دستشویی میری مهراوه چرا اونجا وایسادی [WOMAN_] پ.ن مادر شوهرم,1,1,2,1,2,1
10282,زیدی میگه امروز که رفته بودی مصاحبه، من کنار جدول نشسته بودم، سیگار می کشیدم و منتظرت بودم. بعد یه z  اومد پارک کنه و منم بلند شدم. اومد پایین، ازم عذرخواهی کرد و گفت من سینگلم و منم گفتم منتظر دوست پسرم هست. واقعاً پارتنر تراز. وگرنه خودم ماشین رو دیدم، بهش گفتم لگد به بختت زدی.,1,1,0,1,0,1
7197,شوهرتون تنها فامیلیه که میتونید انتخابش کنید چرا تو انتخابتون بیشتر دقت نمیکنید؟ [WOMAN_WALKING_LIGHT_SKIN_],-1,1,1,0,3,1
10133,قمیکلا میگوید سند بیاورید که همسر من کامبیز فروهر یک نایاک ی ست !! [FACE_WITH_TEARS_OF_][ROLLING_ON_THE_FLOOR_] همچنین کامبیز فروهر و همسرش قمیکلا با چهره های سرشناس نایاکی از جمله جیسون رضاییان و بهمن کلباسی نیز در پیوند است و رفت امد نزدیک دارد .[BACKHAND_INDEX_POINTING_],-1,0,3,0,3,0
10268,در اینستاگرام شهبانو یاسمین پهلوی: من نظرات خودم را دارم وهمسرم نظرات خودش را. خوب است رسانه ها تمایز را بفهمند و یاد بگیرند که اگر درباره نظر من پرسشی دارند از خودم بپرسند، نه همسرم. مارکسیست ها و اسلام گرایان که پادشاه فقید به انها عنوان ارتجاع سرخ و سیاه داده بودند، عوامل…,-1,0,3,0,3,0
5307,این قاعده برای پارتنرم قابل اجراست دیگه؟!,1,1,2,1,2,1
9454,من واقعا ناراحت شدم کلا دلم خیلی به حال پیرمردها و پیرزن های غمگین میسوزه لطفا خیلی بهش محبت کنید سعی کنید کاری کنید باهاتون درد و دل کنه اگر همسر یا پسر مورد اعتمادش یا دخترش این کار را کنه بهتره بهش محبت کنید بگید ذکر بگه,-1,1,2,0,3,1
3362,مثلا صبحها حشری از خواب پا میشی پایه سکس صبگاهی باشه یه پارتنر عاشق و حشری چیه حسرت اونم به دلمون موند,0,1,1,0,3,0
10717,محمدحسین اجورلو، همسر نیلوفر حامدی در صحفه اینستاگرامش با انتشار عکسی از خود و همسرش و با اشاره به «روز جهانی دویدن» نوشت:,-1,1,2,0,3,1
11510,دنبال پسری هستی که به جای زید بگه پارتنر، خب معلومه اون لعنتیِ با کلاس بهت خیانت میکنه. ولی زید خیانت نمیکنه. دنبال زید باش نه پارتنر! [FACE_WITH_TEARS_OF_],-1,1,1,0,3,1
6640,بعضی وقتا اینطوریه مثلا اون دختره که فرار کرده بود ترکیه اگه شوهر و خوانوادش ادمای سالمی بودن چه دلیلی داشت فرار کنه؟,-1,1,1,0,3,1
7844,زنم کجااااایی دلم برات تنگ شده خیلی وقته نیستی,1,1,0,1,0,1
11133,با اجازه بزرگترا میخوام یک سوال بکنم، اگر بحساب چوب لای چرخ انقلاب ژینا گذاشتن محسوب نمیشه: شوهر یا شوهرهای سابق معصومه علینژاد کیست؟ واقعا نمیدانم.,-1,0,3,0,3,0
92,وقتی زنت (یا دوستت یا خواهرت )تازه کلاس نقاشی رفته و مجبوری خودت هنر هاشو بزنی به دیوار خونه چون کسی نمیخرش دیگه و چاره ای نداره  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
12373,من کلی پست سیو کردم تا یه روز برای دوست پسرم بفرستم.,0,0,3,0,3,0
1384,: اینکه خیانت خیلی زیاد شده نشون میده داشتن یک زن یا شوهر برای تمام عمر با ذات انسان مغایرت داره نظر شما چیه؟!,-1,1,1,0,3,1
10545,امیر کیا، همسر حنانه کیا، جانباخته اعتراضات سراسری، در سالگرد ازدواج خود با انتشار بخشی از مکالمه خصوصی حنانه در استوری اینستاگرام نوشت: «من هستم در کنارش با ی دسته گل عروس، ولی مراسمی نیست چون حنانه نیست.»,-1,0,3,0,3,0
11431,[RED_] احضار انیشا اسدالهی به شعبه   دادگاه انقلاب تهران انیشا اسدالهی اموزگار و مترجم،برای برگزاری دادگاه به شعبه   دادگاه انقلاب تهران، احضار شد. خانم اسدللهی و همسرش کیوان مهتدی در   اردیبهشت  به همراه تعدادی از معلمان و کارگران در رابطه با پرونده موسوم به دو فعال سندیکایی,-1,0,3,0,3,0
13230,"از سال   در المان بخاطر جلوگیری از سواستفاده و تعدد همسر پناهنده ها و جنگزده ها سن قانونی ازدواج   سال شد اما دادگاه فدرال از چهارشنبه گذشته ازدواج زیر سن  سال رو مثل قدیم قانونی کرد! این توی ایران اسمش ""کودک همسری"" و توی کشورای دیگه ""ازدواج قانونیه"" ! فرهنگ پژوه",-1,0,3,0,3,0
1415,: یکی از هزاران دلیلی که نباید شوهر مهشید بود,-1,1,1,0,3,1
8240,به همسرم میگم حالم یه طوری هست برم یه گوشه بشینم گریه کنم. توضیح نمیدم چرا . یهو میگه منم همینطور. تعجب می کنم از و برام کلی حرف میزنه از حالش.,-1,1,1,1,1,1
12744,این دوتا مجری به چه خدایی اعتقاد دارن که هیچ واکنشی برای شهادت اون ایت الله تو بانک و اون اقای پلیس و همسر و چاقو خوردن شهید الداغی نشون ندادند ؟؟؟ حتی انسان دوستی تون هم نمایشیه…,-1,0,3,0,3,0
9889,یک مشت هرزه دروغگو هستند اصلا نباید گول بخوریم نه خانمها و نه اقایان مجازی جای پیدا کردن همسر و یار نیست,-1,1,1,0,3,1
9123,اول به یک سری ادم که ازشون متنفرم زنگ می زنم هرچی که قرار بود بگم و نگفتمو می گم بعد از دوستامو خانوادم حلالیت می گیرم بعد بهش زنگ می زنم و می گم یه زمانی چقدر دوستش داشتمو دیگه ندارم در اخر اهنگ مرگ علی سورنا رو پلی می کنم منتظر می مونم,-1,0,3,0,3,0
57,: یادداشت همسر سابق یغما گلرویی: من از تو دروغ و خیانت را یاد گرفتم…,-1,1,1,0,3,1
10620,خانم پرستار امریکایی که همراه با همسر خود زندگی خوبی داشت، بعد از متولد شدن فرزند پنجم اش در سال   دچار افسردگی شدید پس از زایمان شد وی قبل از ان هم از افسردگی رنج می برد. او هر  فرزند خود را کشت. اندریا عقاید بیش بها داده شده مذهبی داشت، او اعتقاد /  افسردگی,-1,0,3,0,3,0
10483,علم الهدی، همسر رییس جمهور در مصاحبه با رسانه ونزویلایی: سن درختان دانشگاه شهید بهشتی که در ان تدریس می کنم بیشتر از سن امریکاست.,-1,0,3,0,3,0
11394,اموزش دارم براتون دقت کنید: روایت داریم که همسر ایندتون رو از بین افرادی که اول صبح جمعه انلاین هستند انتخاب کنید ! چون اینا اگه (دوس پسر یا دوست دختر) داشته باشن شب قبلش مهمونی رفتن تا دیر وقت بیدار بودند و تا ظهر میخوابیدند. فان [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],-1,1,2,0,3,0
6106,من کلا به کسایی که پارتنر دارن حسودیم  میشه,-1,1,1,0,3,1
2277,اگه شوهرم همینقد مسخره نباشه چی؟  [FACE_WITH_TEARS_OF_],0,1,1,0,3,1
1919,تو رابطه نقش جاسوس رو بازی نکنید،پارتنر باشید.,-1,1,1,0,3,1
7412,مگه  ساله رو شوهر میدنننننن,-1,1,1,0,3,1
753,میدونین چرا من کلا ادم ریلکسی ام؟چون یه سگ دارم  منو به سرزمین زیبای پی پی سگ داده که دنیا برایم تکراریست. اینطوری که نصف شب عین چی میاد با پوزه ش تو حلقم که منو بغل کن بکپم.سگ حسابی من با شوهر نداشتم اینقد صمیمیت نداشتم،نصف شبا میگه پتو بزن کنار بیام بخوابم پیشت، عادی نیست واقعا,0,0,3,0,3,0
584,خیلی از نظر مالی کم میاری ولی میگذره یه روزایی حتی هزار تومنی هم واسم نمیمونه ولی خوب زودگذره خوبیاش اینه کسی بهت کاری نداره بدی هاش اینه مشکلاتتو باید به تنهایی حل کنی خیلی تو چالش میری ولی قوی باش خیلی قوی تنهایی زندگی کردن کار هر کسی نیس مخصوصا اگه پارتنر نداشته باشی,-1,0,3,0,3,0
1392,عوضش میگه چه شوهر گوگولی دارم من,-1,1,0,0,3,1
344,تنها خواستم از دوستام اینه که شوهر کردن بلاگر نشن چون رفاقتمون به فاک میره [PENSIVE_][PENSIVE_],-1,0,3,0,3,0
11175,شاهزاده همراه همسر گرانقدرش با تجربه ای تازه بازمی گردد و مردم اسراییل به ویژه ایرانیان یهودی خاطره حضورشان را از دل نخواهند برد. شاهزاده رضا پهلوی اسراییل [WRITING_] علیرضا نوری زاده,-1,1,2,0,3,1
9549,از نظر مامان من چون من ظرف نمیشورم هیچوقت نباید شوهر کنم چون هیچی از خونه داری بلد نیستم,-1,0,3,0,3,0
9744,تو اینستا منو فالو کردی که میخوای بیای زنم بشی؟! [GRINNING_SQUINTING_][FACE_WITH_TEARS_OF_][MAN_],0,1,2,0,3,0
6512,دشمن، هشت سال جنگ را تحمیل می کنند، با دستان خالی مقاومت می کنیم و خداوند نصرت می دهد و یک وجب از خاکمان دست دشمن نمی افتد، خاکی در این قرن با حیله دشمن و وادادگی دولت پهلوی بارها از میهن جدا شد، چون شوهر دادن بحرین!! به دست محمد رضا پهلوی.  [CHECK_MARK_]  جنگ که تمام می شود، خمینی کبیر,-1,0,3,0,3,0
7042,افرین به رابطه خوبی که با همسرتون دارید و افرین به این همه شعور اما همسر شما که میدونه شما هم از این رفتار ناراحتید و میتونید در خلوت خودتون بهشون بگید و تشکر کنید ازش و جبران کنید به نظر من میشه اینطوری مدیریت کرد و مادرتون که سنی ازش گذشته را با رویه بخشش بیشتری برخورد کنید,-1,1,0,0,3,1
2753,: من فقط یکیو میخوام که تو بغلش گریه کنم و غر بزنم و اون هیچی نگه و موهامو ناز کنه- ترجیحا دوست دخترم باشه خواسته زیادیه؟,0,1,1,0,3,0
5309,نه شاه پیرو دین اسلام نبود اصول واقعی دین اسلام دزدی تجاوز قتل مسلمین و از همه مهم تر زن ستیزیه هرکسی مخالف اینها باشه بخصوص زن ستیزی مخالف اسلام هم هست الان بن سلمان رو ببین داره حق و حقوق زنان رو احیا میکنه در عربستان و میرینه به قوانین اسلامی و کودک همسری شاه هم همیطور بود,-1,1,2,0,3,1
3864,این خانومایی که دارن از سربازی اجباری دفاع میکنن و به اون سرباز بدبخت میگن روانی بوده… قلبا ارزو میکنم شوهراتون تا سقف   شوهر رو پر کنند اعزه… [FOLDED_][SMILING_FACE_WITH_HEART_]  سربازی اجباری,-1,1,1,0,3,1
10658,افتاب داره جلو شوهرم جرم میده,1,1,2,1,2,1
9208, - اطلاعات انها بسیار مهم بود. من یک مثال می زنم در زندان زاهدان در زمان کشتار   خدود   زندانی سیاسی باقی مانده بودند،   نفر هواداران مجاهدین و یک نفر هوادار سازمان سیاسی چپ بود، از ان   نفر   نفر اعدام شدند و فقط دو نفر باقی ماندند و از ان دو نفر یک نفر در ایران بود  [BACKHAND_INDEX_POINTING_] ,-1,0,3,0,3,0
9792,حس میکنم ادمین یواشکی های یک زن شوهر دار تویی,-1,1,2,0,3,1
4347,پس با چی میخوای زندگی کنی فقط شوهر باشه؟!!,-1,1,1,0,3,1
11856,ماشالا براندازا فشرده کار می کنن ((((: تو سه روز هم شوهر کرد هم بچه دار شد زایید ؛ و بزرگش کرد ..,-1,0,3,0,3,0
1191,همسر و مادر بودن شغل محسوب میشه؟,1,1,2,1,2,1
8365,پس دیگه نمی زنم به تخته  [FACE_WITH_TEARS_OF_],-1,0,3,0,3,0
11196,"در تاریخ بماند!!! حساب بانکی دو فرزند خردسال شهید فرشته احمدی توسط رژیم جمهوری اسلامی مسدود شد. ابراهیم احمدی، همسر شهید فرشته احمدی از شهدای انقلاب ژینا اعلام کرده است: ""این و میگم، ناگفته نمونه، ابرقدرت خاورمیانه حساب دو بچه رو مسدود کرده است"". زن زندگی ازادی ژینا امینی",-1,0,3,0,3,0
4977,خیلی مخصوصا در خانواده شوهر [ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_],1,1,2,1,2,1
1322,همون که میگفت بیاین شورت شوهرم هم میدم بپوشید؟ :),-1,1,2,0,3,1
11052,خوشبحالتون که خوشتون میاد همسرتون بند کفشتون رو ببنده و ذوق می کنید من سر اینکه چندبار نذاشته پلاستیک خریدا رو خودم بیارم بالا باهاش قهر کردم. یه بار سر روندن کالسکه بچه دعوا کردیم کلا این کمکایی که بهم این حس رو میده که اون زورش از من بیشتره جایی که خودم زورم می رسه رو ندوست.,1,1,1,1,1,1
5413,اگه همسر ایندم،شیشه های ماشینشو دودی نکنه چی? [NEUTRAL_][BROKEN_] ,0,1,1,0,3,0
2736,من کسی نیستم که افشا شدنم اهمیت داشته باشه. اون خانم هم از من بدش میاد چون فکر میکنه زن ستیز هستم. یه گوشه نشستم دارم برا خودم حرف میزنم. حالا چی شد تو پاچه منو گرفتی نمیدونم. بیا اینم افشا!,-1,0,3,0,3,0
3931,: چویی مینهو خودِ شوهره خاک تو سرم که اینقد شوهره [LOUDLY_CRYING_] اصلا برین کنار شوهر جذاب خودمه[FACE_WITH_TEARS_OF_][LOUDLY_CRYING_],1,1,0,1,0,1
2998,دوست پسر من دو سال از من کوچیکتره و انقدر باشعوره که تو این دوسال تا حالا یکبار سنش به چشمم نیومده,1,1,0,1,0,1
379,من پارتنر ندارم ولی کیس واسه صب بخیر گفتن زیاده [FACE_WITH_TEARS_OF_][BROKEN_],0,0,3,0,3,0
3811,اگر دین رو دقیق شناخته باشیم میبینیم که بخش عمده ای از تقوا برمیگرده به رعایت حقوق زنو همسر,-1,1,0,0,3,1
3760,زیبای خفته همین کار رو کرد دیگه الان هم که شوهر در حال انقراضه تا ابد همونطوری میمونی.,-1,1,1,0,3,0
5735,یک عدد شوهر هستم فقط تو سکس دست بزن دارم.  [GRINNING_CAT_WITH_SMILING_] اوکی بودی لوکیشن بده بیام خواستگاری [GRINNING_SQUINTING_][SMILING_FACE_WITH_],0,1,0,0,3,0
4527,شهیدعلیرضا نوری  مرداد  در شهرستان تیران و کرون از توابع اصفهان بدنیا امد همسر شهید علیرضا نوری در مورد اخلاق و منش این شهیدمیگوید: شهید نوری خوش اخلاق و خوش رو بود و همیشه خنده به لب داشت، بعد از شهادتش هم کسانی که از او یاد می کنند از خنده رو بودنش می گفتنداو بخشنده بود [BACKHAND_INDEX_POINTING_][BACKHAND_INDEX_POINTING_][BACKHAND_INDEX_POINTING_] ,-1,1,0,0,3,1
7246,سارا توروخدا برا اینا شوهر پیدا کن دارن دنیا رو ب فساد میکشن [PERSON_],-1,1,1,0,3,0
10019,پسرخالم گفت: تو حاضرجوابی سگ میگیرتت ؟! گفتم همونکه زن تورو گرفته منم میگیره |:,0,1,1,0,3,1
9514,به شوهرت میگی مهندس؟,-1,1,2,0,3,1
7080,: از توییتریا شوهر در میاد از اینستا دوست پسر لاشی,-1,1,1,0,3,1
8646,گوه نخور سینا زن جنده حرومزاده زنتو باید گاییدش حرومی چرا حرف مفت میزنی,-1,0,3,0,3,0
6807,باز تو یه ماشین رو بری کارواش، من ماشین خودم و خانمم رو برم کارواش پریروز :),1,1,2,1,2,1
5703,برف میباره که  [FACE_WITH_TEARS_OF_]  اخ جون قشنگ بشینه تا جون دارم در بدن برم زن دایی ها رو بزنم,-1,0,3,0,3,0
7112,یعنی این اپراتورای لیزر، دخترا رو تو پوزیشنایی دیدن که حتی دوست پسر و شوهراشونم ندیدن دخترا بیاین تایید کنید [HANDSHAKE_LIGHT_SKIN_] ,-1,1,2,0,3,0
12874,مواضع تند بی اساس عبدالحمد و رسانه هاو تریبون هایی که باعث تحریک وتشویش اذهان میشود دراقدام تروریستی وغیر انسانی علیه فرمانده انتظامی سروان و خانواده اش که باعث شهادت وی و مجروحیت همسرش شده موثر است بایداو امثالش پاسخگو باشند قانون را اجرا کنید,-1,0,3,0,3,0
10766,چند روز پیش اون توییت رو در مورد شهبانوی اینده - یاسمین پهلوی - زدم و امروز این استوری شهبانو صحتی گذاشت بر اون توییت. چقدر محکم و قدرتمند نوشته «من نظرات خودم رو دارم و همسرم نظرات خودش رو. خوبه رسانه ها این تمایز رو بفهمند و یاد بگیرند اگه رسانه ها درباره نظر من پرسشی دارن، از…,-1,0,3,0,3,0
3062,من خوشم نمیاد زنم قبل ازدواج دستشویی رفته باشه خدا میدونه چند تا دستشویی دیده قبل ازدواج دختری که نتونه   ساا نرینه زن زندگی نیست [ROLLING_ON_THE_FLOOR_],-1,0,3,0,3,0
1264,این استرس عید دیدنی خانواده دوست پسر منو کشت، از اینجا به بعد حس میکنم دیگه عید تمومه و رسالتم به اتمام رسید :)),1,1,1,1,1,1
8126,"من  , ساله نمی زنم [FROWNING_][HEART_] ",-1,0,3,0,3,0
8793,هیچ بالشتی جای اغوش هیچ همسری را هیچ وقت نخواهد گرفت!,1,1,0,1,0,1
10525,[PURPLE_] پرستو شهبازی   ساله، قربانی کودک همسری و مادر یک دختربچه  ماهه در دهگلان شب   خرداد وقتی از خانه خواهرش به خانه خودشان می رود از سوی همسرش ابتدا حلق اویز و بعد با ضربات چاقو کشته شد. او در   سالگی با فشار ناپدری اش مجبور به ازدواج شده بود.,-1,1,1,0,3,1
6634,احمد ساکی، فرمانده انتظامی ملایر، اعلام کرد یک مرد پس از دعوا با همسرش خانه را اتش زد و این زن پس از انتقال به بیمارستان های همدان و تهران به علت شدت جراحات جان باخت. او افزود این مرد به دلیل سطحی  بودن سوختگی از بیمارستان مرخص و به عنوان قاتل بازداشت شده است.,-1,1,1,0,3,1
7536,یا با همسر و یا فرزند دارید!!! خالی گذاشتم و امضا کردم فرم را پس دادم! بعد خانوم منشی فرمودند لطفا به دوربین نگاه کنی عکس بگیرم برای پرونده شما! عرض کردم که یک سوال خصوصی در فرم بود که خالی گذاشتم و به شما اجازه کرفتن عکس پروفایل نمیدهم! ناراحت شد و گفت / ,-1,0,3,0,3,0
11837,مجید توکلی حکم گرفته، م. علینژاد هم حکم گرفته. یکی قراره بابت شرافتش و ایستادنش در سمت درست تاریخ چند سال از بهترین سال های عمرش رو در اسارتگاه های ج.ا و دور از همسر و فرزند خردسالش بگذرونه، و دیگری قراره به دلیل بی شرافتیش و حرام لقمگی ش، میلیونی از جیب ملت ایران کاسبی کنه.,-1,0,3,0,3,0
8673,در نواحی غر می زنم.  [SNEEZING_][RAISED_HAND_LIGHT_SKIN_],-1,0,3,0,3,0
7516,یه روز یه صد دلاری رو اتیش می زنم و باهاش سیگار برگ سوییسیم رو روشن می کنم.,-1,0,3,0,3,0
3574,فوت همسر مسیول دولتی در سانحه رانندگی,-1,0,3,0,3,0
7006,معیار پسره برای ازدواج اینه مثله دختری که میخاد شوهرش معتاد نباشه,-1,1,2,0,3,1
2578,عاشق شدن دو تا متاهل به هم یعنی شوهر یکی با زن یکی دیگه یا برعکس این راه حل داره ؟؟؟,-1,1,1,0,3,1
1138,دیگه بیا زنم شو [LOUDLY_CRYING_],0,1,0,0,3,0
3086,واقعا درسته! ب شخصه شاهد کتک خوردن یک مرد از همسرش بودم! [DISAPPOINTED_],-1,1,1,0,3,1
10539,بچه ها زیدم طناز، طناز بچه ها باهاش میرم عروسی عشق میکنیم تبریک بگید حسود نباشید [] با تشکر از,1,1,0,1,0,1
3120,شاید دست نزده …. برای همین همسر باکره میخواد ….,-1,1,1,0,3,0
6332,واخ واخ تو بی شوهری بعضیا تو دو دو تا میخوای شوهر کنی نمیشه که,-1,1,1,0,3,0
9125,چقد کثیف و عوضیه شوهرت,-1,1,1,0,3,1
6278,رل می زنم، ازدواج می کنم و می میرم. مختصر و مفید. خیلی هم عالی.,0,1,2,0,3,0
1487,زن تو خودت عکس وقتی موهام کوتاه بودو گذاشته بودی رو اسمم,-1,0,3,0,3,0
8745,ولی من شهردار بشم زنم رو با کلت تو حموم میزنم، کلا ما نجفیا اینجوری ایم :))),1,1,1,1,1,1
7201,اگه همسر ایندم عاشق سپی خلسه باشه چی؟  [THINKING_] اونوخت من باید دهن کیو سرویس کنم!؟ [CRYING_],0,1,1,0,3,0
5167,من     سالگیم داف بودم [FACE_WITH_TEARS_OF_] الان بیبی فیس میزنم خلاصه که عوض میشه احتمالا اگرم نشد کلا زیبایی,-1,0,3,0,3,0
10161,از وقتی شنیدم مسی گفته بخاطر همسر و اینده ی فرزندانم نمیخوام تو خاور میانه زندگی کنم تو خونه راه میرم و جیغ میزنم.,-1,0,3,0,3,0
3586,از دوست دخترم یه پاکت گرفتم فکرکردن دوره باز کردم دیدم ادرس ساعت داخلشه گفتش منتظرتم,1,1,0,1,0,1
8202,وقتی اسم شوهرتون ایمانه از این قرتی بازی ها در نیارید.?,-1,1,1,0,3,1
10147,کُمدی دیروز این بود نیما شد دوست پسرم زینت هم مادر داماد [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
7200,خب اگه همه زورمو بزنم که سوگیری مو سرکوب کنم باز به این نتیجه میرسم که تو این شرایط اینترن های خانم باید از طریق گروه پیگیری کنن تا یکی از اتاقای رزیدنت رادیو رو بدن بهشون وگرنه رزیدنت معنیش ینی مقیم؛ مقیم ینی اون پاویون اتاق خوابشه واقعا شخصیه محیطش.,-1,0,3,0,3,0
2020,فک و فامیل شمام هی زنگ میزنن میگن خواب دیدیم شوهر کردی یا فقط برا من اینجورین؟,0,1,1,0,3,0
8446,این دنیا یه شوهر کورد به من بدهکاره [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_]  خیلی خوبن لعنتی ها,0,1,0,0,3,0
314,برای من همه چی از اردیبهشت شروع میشه میخوام  / / رل بزنم و  / /  هم ازدواج میکنم باهاش یوهاهاها,1,1,0,1,0,1
2400,تورا به کانه تیمو همسری بعد تو من دیگه معینو میخوام چیکار تو از صد تا شجریان خوشصدا تری [PLEADING_][SPARKLING_],0,1,0,0,3,0
2580,در مورد گذشته و حال و اینده توهم می زنم کسی که بودم و کسی که می خواهم باشم، نیستم,-1,0,3,0,3,0
9387,[در حال تصور کردن بابام با شوهر اینده دورم در حال درست کردن کباب و شوخی های بابایی و خنده],0,1,2,0,3,0
5053,فکر کردم منطورش از اونجا چیز دیگه ایه :))) بعدم میگه ولی شوهرم اصلا متوجه نیست . بعد دیدم نه واقعا منظورش مکان بود :))))),1,1,1,1,1,1
9112,کار درستی میکنید اگر چیزی جز اونچه که در رساله های مذهبی شما میگذره گفتم براش جواب داشتید.در تفکر مذهبی شما که کام جویی از نوزاد ازاده باید استدلال قبلی و بکنید بایدم جواب ندید باید دختر   ساله رو شوهر بدید.چرا   از   سالگی و   سالگی شروع کنید.ایشالله عروسی دختراتون. خدانگهدار,-1,1,1,0,3,1
5428,حالا تبدیل به شوهر شد یا نه؟ [FACE_WITH_TEARS_OF_],-1,1,2,0,3,0
478,رو زن من چت نباش عععع دورو زمونه عوض شده بمولا بددوو برو خونتون,1,1,1,1,1,1
3758,خانمهای محترم، اگر میخواهید دهن شوهرتون را سرویس کنید و خیالتون از هر نوع شیطنت احتمالی در محل کار راحت باشه، شب بهش سیر بدید و یه شام نفخ دار. جنس مخالف که هیچ، جنس موافق هم نزدیکش نمیشه از بوی بد دهان و گوز های مکرر. دیدم که میگم  [ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_] ,1,1,1,1,1,1
9594,شوهرتون چند هزار دلار از گوگل گرفتن ؟,-1,1,2,0,3,1
434,چون پارتنر ندارم. نمیشه  [EXPRESSIONLESS_],0,1,1,1,1,0
12915,از پسر خاله زنک شوهر خوب درنمیاد اجیا.,-1,1,1,0,3,1
