,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
591,یاد خودم و دوست پسرم افتادم همین کارارو میکنیم,1,1,2,1,2,1
592,امروز به یه خانم میانسال که گفت چرا بچه نمیاری گفتم چون نمیخوایم گفت ما میخوایم!(جاری عمه ی همسرم ها) گفتم خب بیار [UPSIDE_DOWN_],1,1,2,1,2,1
593,البته منظورم دوست پسر بود، شوهر که همواره جایزه  [PERSON_] ,1,1,2,1,2,1
594,من یک رقص را لایک می کنم. زنم یک قری است. اگر نیست ناخوداگاه قریست.,1,1,0,1,0,1
595,بابا [ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_]  ما ک شوهر داریم تو مهمونی ها دورترین حالت ممکن میشیینیم ک کسی نگه اینا عقده این,1,1,1,1,1,1
596, -…مادر و خواهران در پاسخ نامه من نوشتند:«خوب است، ولی خیلی کوچک است.» او در ان هنگام تقریبا   ساله بود… اقای مشکینی ابتدا با این پیشنهاد موافق نبود.دلیل مخالفتش هم کوچک بودن همسرم از نظر سنی بود، چون در ان هنگام یازده سال بیشتر نداشت،اما من موضوع را با جدیت پیگیری میکردم..,1,1,1,1,1,1
597,پدیکور از جمله خدمات اصلاحی و ترمیمی مناسب اقایان است که بهش بی توجهی میشه [GRINNING_FACE_WITH_SMILING_] نتیجه هم ناخن های نافرم و پای ناصاف است. دیروز ساعت   عصر از گردش برگشتیم هتل و  .  بچه ها را بردم استخر هتل که اسپا هم داره. عمق  .  متری باعث شد موش تمام مدت اویزون گردنم باشه. همسر وقت پدیکور برام…,1,1,2,1,2,1
598,شاید پارتنرم البته دقایق اخر,1,1,2,1,2,1
599,ولی قبل از هرچیزی من به این نگاه میکنم که پارتنرم موقع غذاخوردن با دهن پُر ملچ مولوچ نکنه…,1,1,1,1,1,1
600,قبل هر مسافرت زنم شش ساعت می گرتمون به تمیز کردن خونه (  درصد خودش،   درصد هم من احتمالا). هر چی هم میگم بذار بریم، اگه سالم و سلامت برگشتیم، بعد تمیز می کنیم، می گه نه، بدم میاد وقتی برمی گردم خونه تمیز نباشه. (من البته فکر میکنم میترسه بمیریم، غریبه بیاد خونه تمیز باشه),1,1,2,1,2,1
601,بامزه شده من که خودم نمیتونستم درستش کنم به همسرم گفتم و با خمیر فوندانت یکی درست کرد برام,1,1,0,1,0,1
602,بعضی از دوستای من واقعا شبیه هم بودند یه مدت درباره رابطه عاطفی یه چیزهایی گفتم بعد این پسرا شروع کردن به گفتن اینکه اره پارتنر ما فلان بیسار، اره دلبره، اره اینو بلده، دقیقا شبیه هم:)) اخلاقی هم شبیه هم هستند فهمیدم من یه تایپ دوست خوشم می اومده که اینطور دورم هستن پس تغییر کردم,1,1,0,1,0,1
603,منی که همیشه نظر میپرسم و اقای همسر میگه من نظری ندارم خودت یه چیز بخر [BROKEN_][BROKEN_],1,1,1,1,1,1
604,نههه من رو تو حساب کردم، خبر اونم بهم بده. بیا به من بگو الان که شوهر و بچه دارم  [PENSIVE_] ,1,1,2,1,2,1
605,بسوزد زندان که سوزاند جگرم دوست دخترم مادر شد و… من همچنان پسرم,1,1,1,1,1,1
606,تو تابستون دیگه سعی میکنم بیرون نرم. بجز وقتی که سرکار میرم. چون واقعا تفریح و گردش با این همه لباس و مانتو و شال بهم نمیچسبه و فقط گرما رو تحمل میکنم. رفته بودیم شمال به همسرم گفتم تو و ارش(پسرم) برید بیرون به من خوش نمیگذره.,1,1,1,1,1,1
607,دیروز که رفتم پیرسینگ بزنم یه ساعت طول کشید از استرس زیاد چند بار حالم بد شد پارتنرم از اول تا اخر بهم پیام میداد و عین یه ساعت پایین دم در سرپا موند وقتی اومدم پایین دیدم اب میوه واسم گرفته وقتی منو دید انگار بچشو دیده [FACE_HOLDING_BACK_] اخه چقدر عسله[FACE_HOLDING_BACK_][FACE_HOLDING_BACK_],1,1,0,1,0,1
608,تکیه زنم به انتظار… خیال,1,1,2,1,2,1
609,داشتم با زنم تور انتخاب میکردیم بین پاریس و لندن مونده بودیم که یهو اس ام اس واریز وجه اومد و موجودیو دیدم و سریع تور قم به همراه صبحانه رزرو کردم,1,1,1,1,2,1
610,ایدیتو بده تا بیست چاری ریپلی کنم البته هیچی ریپلی پارتنر نمیشه,1,1,0,1,0,1
611,برای شوهر عزیزم  [FACE_WITH_TEARS_OF_],1,1,0,1,0,1
612,یه عزیزی به اندازه جان ادم بعد از ده سال نهار امد خونمون یه حسرت ده ساله برطرف شد فک کنم این دیگه نماز شکر داره ممنونم از خانمم که خیلی زحمت کشید  [SMIRKING_][SMIRKING_][SMIRKING_],1,1,0,1,0,1
613,بعد از سکس از دوست دخترم پرسیدم از یک تا ده چند میدی بهم؟ گفت اگه بگم   چه حسی بهت دست میده؟ گفتم خوشحال میشم. گفت پس به عددی خارج از این بازه هم اعتقاد داری. منفیِ  .,1,1,1,1,1,1
614,من خودم اون دوست پسرم [FACE_WITH_TEARS_OF_],1,1,0,1,0,1
615,ولی یکی از ارزوهای من مسافرت این مدلی و شب تو چادر خوابیدن بوده. نه بابام پایه ی این نوع سفر بوده هیچ وقت و نه شوهرم,1,1,1,1,1,1
616,پارتنرم رو معرفی کنم یا زوده برای اینکار؟ جدی,1,1,2,1,2,1
617,شاید دعوا بین زن و شوهر یا دوست دختر و دوست پسر نمک زندگی باشه ولی دعوا با رفیق صمیمی مثل زهر تلخه.,-1,1,2,1,2,1
618,وقتی شوهرت بهت ابراز علاقه میکنه تو هم باید متقابل جواب بدی وگرنه اسمت رو میذارن چوب خشک:),1,1,1,1,1,1
619,زیدم دوربین مورد علاقه مو برام خریده و مثل بچه های دو ساله دارم راه میرم به همه ادما نشونش میدم.,1,1,0,1,0,1
620,من و همسرم اذری و کرد هستیم.دو تا پسر هم داریم.چند سال پیش رفته بودیم اهواز.کنار رود کارون داشتم زیرانداز پهن می کردم که دیدم یک زن و شوهر جوان در حال صحبت با خانمم هستند.رفتم جلو گفتم چی شده؟ دیدم اقا و خانم میگن بیایید منزل ما و مهمان ما باشید، اصرار شدید و من هم معذب! نوروز,1,1,2,1,2,1
621,تجربه زندگی متاهلی.,1,1,2,1,2,1
622,من و همسرم هم این شکلی شدیم  [FACE_WITH_TEARS_OF_] اون هی لاغرتر میشه من چاقتر ،,1,1,2,1,2,1
623,چقد خوبه ادم زنو شوهر باشن بدون بچه تا اخر من ب نامزدم گفتم بچه نمیخوام ترکم کرد,0,1,1,1,1,1
624,"دیشب زیدم موقع خداحافظی به مامانم گفت ""خداحافظ لیلی جون"" بعد مامانم با ذوق اومد تعریف کرد اینو بعد گفت ""اوقودا چه پسر کیوتی دارم"". ببخشید مامان؟؟؟؟؟ اون پسر منه.",1,1,0,1,0,1
625,دوست دخترم بقدری زیباست ک,1,1,0,1,0,1
626,من باب سختی و فشار روانی: تنظیم رابطه همسر با خانواده<<< کار تو معدن,1,1,1,1,1,1
627,دیروز اتفاق وحشتناکی افتاد که واقعا شانس اوردم که بچم پابلو چیزیش نشد. دیروز عصر ساعت   برگشتم خونه کلید رو زدم در و باز کردم نفس اومد استقبال ولی برای اولین بار بعد   سال پابلو نیومد از همون لحظه احساس کردم این عادی نیست امکان نداره پابلو نیاد. دوست پسرم می گفت نترس حتما خوابه,1,1,2,1,2,1
628,بچه ها پریود ترکری که بشه پارتنر اد کرد و رایگان باشه سراغ دارید؟ برای ایفون**,1,1,0,1,0,1
629,ماشالا الان دوتا همسر دارم ینی؟ [LOUDLY_CRYING_][FACE_WITH_TEARS_OF_][WHITE_],1,1,0,1,0,1
630,یکبار ، فردی با سطح درک گوپی جان بدون هماهنگی اومد ، دخترکم هم بدون گفتن به ما در رو باز کرد، تا لحظه ای که رفت داخل حموم با دون حال بیمارم نشستم از بس شرمسار بودم و مریضیم بدتر شد و رنج برای من و همسرم بیشتر و بیشتر شد… لطفا : مهمان ناخوانده نباشیم,1,1,2,1,2,1
631,میشه زنم :),1,1,1,1,1,1
632,من وسط راه بودم نتونستم خیلی تو ترندینگ باشم  [SMILING_FACE_WITH_] تولد پاپی جذابمون مبارک خوشتیپ ترین، شوهر ترین، ویتامین تینیا [RED_],1,1,0,1,0,1
633,تازه به جز فامیل خودت باید مهمونای فامیل زنت هم تحمل کنی [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
634,شما که شوهر خودمی  [FACE_WITH_HAND_OVER_],1,1,0,1,0,1
635,اقا شما که زیدمی به به کم دیدمت چندوقته دلتنگیم,1,1,0,1,0,1
636,مادر شوهر گلی است از گل های بهشت,1,1,2,1,2,1
637,پارتنر دوست پسر,1,1,2,1,2,1
638,تو خیلی پولداری. من میزارم شب نت نامحدود دانلود کنم همیشه. اگه مشکلی نداری میتونم زنت بشم من.,0,1,0,1,0,1
639,اره میگن اینو خیلی وقتا من وقتی یا دوست دخترم اشنا شدم فکر میکرد     اینا باشم بعد که فهمید   سالم بود دیگه کار از کار گذشته بود رفته بودم تو پاچش [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,2,1,2,1
640,کلا این رسم و رسومات اصلا جالب نیست من و همسرم برای اینکه زودتر زندگی مونو، شروع کنیم با وسایل نصفه کاره رفتم سر زندگی اروم اروم وسایل رو با توجه به سلیقه و جامون خریدیم,1,1,0,1,0,1
641,سرم رو دست زیدم بود پرتم کرد اینور گفتم خب اوکی دستش خاب رفته رفت اونور بالشتشو بغل کرد خابید بغضی سدم [SMILING_FACE_WITH_],1,1,1,1,1,1
642,درسته نماز صبح هامون قضا میشه ولی دیگه لازم نیست بخاطر جلوکشیدن ساعت برای شوهرم قلاب بگیرم.,1,1,2,1,2,1
643,مثلا من همسرم بگه بیا تو خانه دار شو من کار کنم، موافقت نمیکنم. نه که کار سختیه! چون بیگاریه به نظرم. بهش میگم به خانه دار نیازی نداریم، هردو کار کنیم و هر دو هم با هم کارای خونه رو,1,1,1,1,1,1
644,یه عطر فیک واسه دوست دخترم خریدم، سی و دو تومن. وقتی بهم زدیم، بهش مسیج دادم: تو از اول هم منو واسه پولم میخواستی. وقتی خوب جیبم رو خالی کردی، گذاشتی رفتی. نمیدونم چرا تو ریپلای فقط خنده فرستاد بی شعورِ خاک برسر.,0,1,1,1,1,1
645,این حجم از ورود مخصوص همسر هست,1,1,2,1,2,1
646,میشه از شوهر به رفیق تغییر کنم؟,1,1,2,1,2,1
647,شوهرم موقع چت با دوست پسرم مچمو گرفت [FACE_SCREAMING_IN_],1,1,1,1,1,1
648,حالا شوهر چه عنیه که بخوای به زور بدستش بیاری من دارم هرکی میخپاد بدون تست تقدیم میکنم,1,1,1,1,1,1
649,یه وقتایی نیاز دارم معشوق و همسر کسی نباشم، دوست و رفیق کسی نباشم، حتی فرزند کسی نباشم. نیاز دارم کلا کسی منو نشناسه. شغل و حرفه و هویتی نداشته باشم. فقط باشم، با خودم. چرا نمیشه نامریی و گم و گور شد؟,1,1,1,1,1,1
650,دیشب دوست پسرم از تماس تصویریمون فیلم گرفته و من توی یک دقیقه انقدر ناز و عشوه دارم که خودم هم ندیده بودم :)))))))),1,1,0,1,0,1
651,من دیگه نمیذارم دوست پسرم بره مسافرت. میخوام از این دخترا بشم که پارتنرشونو چسبوندن به خودشون بعد تو بایوی پسره هرچی خودشون میخوان مینویسن. موهامم زرد میکنم. وسط نافمم اسمشو تتو میکنم. توطیه میکنم میونشو با مامانشم بهم میزنم. پلنگای تو خیابونم با تیر میکشم. دیگه گذشت اون روزااااا,1,1,1,1,1,1
652,جوری که بنده حقیر میرم دنبال دوست دخترم,1,1,2,1,2,1
653,پسر من حتی یادم نمیاد اخرین باری که دوست پسرم واسه خوشحالیم گل می گرفت کِی بوده! :))),1,1,1,1,1,1
654,درود به شرفت سیما جان با حس میهن پرستی با همسرم میخوریم به سلامتیت,1,1,0,1,0,1
655,: بسه دیگه بابا انقد واسه همسر عزیزتر از جونم فن گرلی نکنید,1,1,0,1,0,1
656,وقتی مامانت کار با ماشین ظرف شویی رو یادت نداده و خونه شوهر تازه یاد گرفتی [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,2,1,2,1
657,ته دیگ چیه زن تو تاج سری! [SMILING_FACE_WITH_],1,1,0,1,0,1
658,نه زیدم گرفت نه پدرم نه مادرم نه خودم از یکی تو مترو بردم :) خیلی هم زیبا,1,1,1,1,1,1
659,پارتنر من برنامه ش همینه. میخواد مرد خونه بشه و به تفریحاتش برسه. البته اگر تمام امور خونه رو انجام بده من موافقت میکنم. کاملا جدی,1,1,0,1,0,1
660,بخوام توییتای خاله زنکی بزنم، کلمه پُررو رو از رو خانواده شوهر من ساختن، این از شامس ما.,1,1,1,1,1,1
661,خانواده ی شوهرم هربار تو این چند سال منو دیدن گفتن چرا موهاتو رنگ نمیکنی چرا به خودت نمیرسی؟ حالا که ما واسه اولین بار رفتیم اینهمه زحمت کشیدیم کوبیدیم از نو ساختیم هر کدومشون که منو دیدن گفتن دکلره خیلی برای مو ضرر داره. مادر شوهرم که رسمن گفت ایشالا کچل نشی!,1,1,1,1,1,1
662,مکالمه ی منو همسر +عزیزم این قابلمه هارو هم بشورم -نه فداتشم توروخدا بیا نمیخواد +عه،خودم دوست دارم بشورم عزیزم و در اخر گازو پاک میکنه و میاد بیرون [SMILING_FACE_WITH_],1,1,0,1,0,1
663,کاملا درکتون میکنم من هم سال گذشته همسرم کنار من و بچه ها دور هفسین بود و امسال سر مزارش هفسین چیدیم,1,1,1,1,1,1
664,یارو چیه؟ در مورد اقای شوهر درست صحبت کنید؛),1,1,0,1,0,1
665,"از ادبیات ""سرویس "" استفاده میکنه بعد براش سواله که طرف چرا با پسر خارجیه.یه مثال براتون میارم.من با پارتنرم کارای خونه رو تقسیم کردیم و اژ غذا بگیر تا ظرف شستن و هزینه ی داخل خونه همه چیمون مساویه.میشناسم طرف تو ایران موو این کرده پارتنرش توقع داره همه کارای خونه رو این انجام بده",1,1,0,1,0,1
666,امروز داشتم براش میخوندم ؛ خواهم که بر رویت ، رویت هردم زنم بوسه… خواهم که بر چشمت هر دم کشم سرمه ولی تو که بی سرمه چشمون سرمه سایی…,1,1,0,1,0,1
667,پاشم در جهت انتقام واسه شوهر پرسپولیسیم شام سوپ درست کنم,1,1,1,1,1,1
668,نه واقعا چون هم  به خودم مطمینم هم  به پارتنرم  اعتماد داشتم. اگه پارتنر ادم  خاله زنک باشه اره میتونه یکمی ناخوشایند باشه. همین انتظارم متقابلا دارم البته,1,1,0,1,0,1
669,فردا می خوام با زیدم برم سفر چی بهتر از این؟ [],1,1,0,1,0,1
670,من درحال تلاش برا ارضا کردن دوست دخترم (هیچ ایده ای ندارم دارم چیکار میکنم),1,1,2,1,2,1
671,به همراه همسرم و اکثر سفرای کشورهای اسلامی در ویتنام و همسرانشان میهمان افطار جناب اقای محمد دهلوی سفیر محترم عربستان سعودی و همسرشان بودیم، میهمانی بسیار خاطره انگیز و دوستانه در فضایی صمیمانه بود. تصاویر گویاتر از کلامند.,1,1,0,1,0,1
672,اینقدر که لانا رودز منو راضی کرده فک نکنم زنم بتونه,1,1,1,1,1,1
673,تو که شوهر منو ندیدی انقد سکشیه,1,1,0,1,0,1
674,عام با رفیق بخوای بری همسر رو نمیشه برد ک,1,1,2,1,2,1
675,الان روتین جامعه داشتن همسر با یک سگ یا گربه و بچه است.,1,1,2,1,2,1
676,همسر من موقع رانندگی فوبیای اتوبوس و  ماشینای گنده داره! دایمم میگه مواظب باش!,1,1,1,1,1,1
677,همسرم تهیه میکنن نمیدونم,1,1,2,1,2,1
678,اوه مای گاد! زیدم از راه دور عیدیم رو فرستاد.هققققق [LOUDLY_CRYING_],1,1,0,1,0,1
679,واقعا ترجیح میدم پارتنرم مثلا اگه دارم چاق میشم بهم گوشزد کنه که به خودم بیام تا اینکه فقط الکی بگه هرطوری باشی دوست دارم,1,1,2,1,2,1
680,حالا جالبه بدونی همسر من نه جنوبیه نه شمالی اما غذاهاشون رو محشر درست می کنه,1,1,0,1,0,1
681,سلام دوستان گفته بودم دو سه روزی نیستم علتش یک امر خیر بود کمک برای تهیه جهیزیه یک خانواده بی سرپرست هرکس مایل بود میتونه هر مبلغی هرمبلغی که در توانش هست کمک کنه مقداری از لوازم را تهیه کردیم بکمک همسرم و سه نفر از دوستان   اقرلو,1,1,2,1,2,1
682,متاسفانه نمیتونم با زیدم عکس بذارم و بگم بهترین اتفاق سال   ام بوده چون بگا میریم:(,1,1,0,1,0,1
683,بهتر که نیست، میخواستید شوهر منو بخورید [PENSIVE_] ,1,1,1,1,1,1
684,دوست دختر من برعکس بود…,1,1,2,1,2,1
685,دور شو از شوهرم,1,1,0,1,0,1
686,وسط دعوا یجا به شوهرش با داد و بیداد گفت: من همینم که هستم  نمیخوای بزار برو؛ چندساعتی گذشت و اروم شدن شوهرِ زیر لب کرد زمزمه کرد ک خیلی دوسش دارم زن با نگرانی پرسید کیو؟ جواب داد: اینکه میدونی چقد دوست دارم و هیچوقت تنهات نمیزارم و,-1,1,0,1,0,1
687,وای همین الان این مرد منو تو کوچه پایینی مون پیاده کرد بعد که رفت دقیقا  ثانیه بعدش بابام پیچید تو کوچه :| اصن یه درصد هم احتمال نمیدادم بیاد. همش دارم فکر میکنم اگه ما رو باهم میدید چی باید بهش میگفتم. بعله عزیزانم این است استرس های یک دختر   ساله در خانواده ی عنِ ایرانی سنتی.,1,1,1,1,1,1
688,همچین فردی با این خواسته دیگه دوست دخترم محسوب نمیشه اکسمه,0,1,1,1,1,1
689,باید بگن من دوست پسرمو میخوام. یا بگن من می خوام دوست پسرمو تبدیل به شوهرم کنم. اینجوری سوتفاهم پیش نمیاد,1,1,0,1,0,1
690,من قرار نیس شوهر و بچه امو قد تخم سگ هم تحویل بگیرم واقعا این کارا برای من بی معنی و تهوع اوره,1,1,1,1,1,1
691,عروسی که برا مادرشوهرش مربا و شربت درست میکنه چی؟ [PENSIVE_][PENSIVE_],1,1,0,1,0,1
692,امدیم شهر همسر باخود باران به ارمغان اوردیم، یجوری که نمیشه از خونه بیرون اومد.,1,1,2,1,2,1
693,سال سوم دانشگاه بودم، رومینا نه سالش بود، کنار تحصیل،کار هم میکردم. دقیقا وسط امتحانات ترم رومینا مریض شد. بیمارستان بستریش کردیم منم موندم پیشش شب تا صبح تو حیاط بیمارستان درس خوندم صبح، همسرم اومد موند همراه رومینا من رفتم سر جلسه امتحان.با کلی استرس و دل نگرانی امتحان دادم [BACKHAND_INDEX_POINTING_],1,1,2,1,2,1
694,دوس پسرم بهم خیانت کرده دارم میرم و عکس و اسکرین شاتایه دختررو بزنم رو در و دیوار خونش؛),0,1,1,1,1,1
695,: نه دوست دخترم پخته، نه مامانم، نه خریدم، خودم پختم [] ,1,1,2,1,2,1
696,عجیب ترین لحظه ای که تو کل این سال های مهاجرت تجربه کرده بودم، لحظه ای بود که از سفر برگشتم، تو فرودگاه زنگ زدم به خانمم و گفتم اخی، هیچ جا خونه ی ادم نمیشه. و بلافاصله بعدش با خودم فکر کردم خونه؟؟؟!!! اینجا از کی دقیقا شد خونه ات؟؟؟,1,1,2,1,2,1
697,خانم های محترم چی تعریف می کنید توی ارایشگاه که هر وقت همسر بنده از ارایشگاه برمی گرده هی نگران میشه من خیانت نکنم [MAN_FACEPALMING_LIGHT_SKIN_][MAN_FACEPALMING_LIGHT_SKIN_][MAN_FACEPALMING_LIGHT_SKIN_] هی هم میگه تو نمی دونی که[SMILING_FACE_WITH_] نه واقعا نمی دونم [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
698,کثافت من شوهر دارم,1,1,0,1,0,1
699,مهم نیست چه اتفاقی افتاده ولی من که دوست ندارم با پارتنرم توی جمع دعوا کنم  [WOMAN_SHRUGGING_LIGHT_SKIN_],1,1,1,1,1,1
700,من و همسرم برای سه روز از استان اردبیل بازدید کردیم. مناظر زیبای طبیعی و مهربانی و مهمان نوازی مردم اینجا را به طور عمیق احساس می کنیم.,1,1,0,1,0,1
701,اگر پارتنرم انقد بیکاره بذار ببینه پس… لیاقتشو داره [PENSIVE_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
702,سکس تراپی خوندم. زنمون گاییده ست.,1,1,0,1,0,1
703,چیزی که دوست دخترم ازم انتظار داره باشم:,1,1,2,1,2,1
704,پسری که می برتت کله پزی دوست پسر نیست، همسر ایندس,1,1,0,1,0,1
705,میخواستم به شوهرم بگم که امسال عید حوصله سفر و این کصکلک بازیارو ندارم دیدم از ی ماه قبل همه چیو واسه رفتنمون به جزیره بورا بورا رو اماده کرده نمیشه روشو زمین انداخت:( یونگی مرد خانواده [BEATING_],1,1,0,1,0,1
706,من بهترین دوست و بدترین پارتنرم جریت دارین بیاین مخالفت کنین,1,1,1,1,1,1
707,برثدی ام توسط شوهرم، بچم و خاله هام هپی شد [RELIEVED_] خیلی غر زدما امسال ولی خب خیلی دلم گرفته بود، ولی ساعتهای اخرش خوب پیش رفت,1,1,0,1,0,1
708,همسر قشنگم تو چطوری؟,1,1,0,1,0,1
709,من رل میزنم سپس افسردگی میگرن و درنهایت برا بعدی گوشی میخرم… دور باطلی که ازش متنفرم و برای همین به زن ستیزی افتخار میکنم.,1,1,1,1,1,1
710,چند وقتیه هر چی با مادرِ همسر صحبت می کنیم گوش هاش خوب نمی شنوه؛ امروز داشتم سوسکی در مورد فامیل های همسر از همسر سوال می کردم دیدم از اون طرفِ خونه همه رو جواب می ده [FACE_WITH_TEARS_OF_] برای تستِ سنجشِ شنوایی ولوم رو درجه به درجه پایینتر اوردم بازهم همه رو جواب داد![FACE_WITH_TEARS_OF_] من[] همسر[] عروس جهنمی[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
711,توی فرودگاه امام داشتیم از گیت رد میشدیم و دیدم همسرم خیلی طول کشید که بیاد.. اومد دیدم داره میخنده و گفتم چی شده؟ [THINKING_] گفت رفتم از دستگاه رد شم و دستگاه بوق زد و منو گشتن و از جیبم یه سکه یک لیری پیدا کردن و پاسداری که منو گشت گفت بوق مال این سکه بیست و پنج تومنی بوده[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,2,1,2,1
712,من زید مو خیلی دوس دارما ولی دلم نمی خواد باهاش ازدواج کنم. درواقع تا الان هیچ زیدی نداشتم که دلم بخواد باهاش ازدواج کنم.. واقعاً نمی دونم یه پسر شوهر متریال تو ذهنم چجوریه,1,1,0,1,0,1
713,تکذیب میکنم شوهر منه [NAIL_POLISH_LIGHT_SKIN_],1,1,0,1,0,1
714,من وقتی با همسر چادریم تو خیابون قدم میزنه به ولله همیشه حس میکنم چند قدم بالاتر از زمین حرکت میکنم یه حس خوبی به ادم دست میده که غیر قابل وصف,1,1,0,1,0,1
715,پارتنرم که نیستش حوصله هیچکدوموهم ندارم,1,1,0,1,0,1
716,بیست و سه سالگی مست و چت، در جمع دوستام(جای ارغوان و مینام خالی) و در حالی که دوست پسرم رو می بوسیدم شروع شد. امیدوارم تا اخر همینقدر زیبا باشه.,1,1,0,1,0,1
717,من خیلی کولی ام اینقدر سر شوهرم منت می ذارم البته دس خودم نیس  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
718,من که شوهر و دوتا بچه دارم البته، به اون اقا راننده هه هم گفتم، گفت دروغ که نمیگی؟ وا.,1,1,2,1,2,1
719,من بزرگترم یک و بیست وپنج صدم لطفا من بچه و شوهرم رو گازن تحصیل برام سخت تره [FULL_MOON_],1,1,1,1,1,1
720,بابا نمیتونیم احساساتمون رو بروز بدیم دست خودمون نیست من وقتایی که میخوام مست کنم همه میان پیشم رفیقام همشون زنگ میزنن دوست دخترم میگفت وقتایی که مست میشی عاشقت میشم بعد مستی میگم چی بهتون گفتم ی لبخند میزنن محکم بغلم میکنن  [EXPRESSIONLESS_][EXPRESSIONLESS_],1,1,0,1,0,1
721,از نظر پارتنرم قشنگ ترین اهنگ ایرانی که تا الان شنیده اهنگ چشمانت ارزوست از ایهام بنده  [UPSIDE_DOWN_],1,1,1,1,1,1
722,مامانم امروز داشت از وجود پارتنرم تو خونه تعریف میکرد(که البته نمیدونه پارتنرمه و فکر میکنه دوسته) و میگفت هرچی میگذره بیشتر دوستش دارم [HEART_HANDS_LIGHT_SKIN_],1,1,0,1,0,1
723,من اس ام اس هام،واتساپ وتلگرام همسرم بفرستم هیچ پیام عاشقانه وغیره نداره…ولی من همیشه قشنگ نگاهش کردم برام چاایی دم میکنه،کارهای خونه همیشه کمکم میکنه،هرانچه که گفتم دوست دارم ازریشه کنده اورده [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_] ادم ها فرق دارند باید اصل بر صداقت وخوبی گذاشت تاخلافش ثابت بشه (نظر نامحبوب),1,1,0,1,0,1
724,تولدت منم هست از اونجای که تولد دوتامونه کمکم کن از زیدم نود بگیرم خداوکیل,1,1,0,1,0,1
725,مادر همسرم هرسال شیرینی های عید رو خودش میپزه.سهم من و برام نگه داشته [LOUDLY_CRYING_] تا فردا که تمومش کنم جواب کسی رو نمیدم .خدافظ,1,1,2,1,2,1
726,من تلاشم همیشه برای بهترین بودنه بهترین دوست،بهترین همکار،بهترین پارتنر،الانم بهترین سرباز اینکه یجاهایی نتونستم و نشد،باور کنید تقصیر من نبود،بیشتر از این نتونستم ولی اگه تو روزای سختی پشتمو خالی کردی و تنهام گذاشتی، مقصر میدونمت،چون تو تلاش نکردی,0,1,1,1,1,1
727,نمیشه از این گوش گرفت از اون گوش در کرد . همسر من کسی که   سال بامن بوده انشالله عمری باقی باشه بقیه روهم با هم سر کنیم . اینور هم باید بدونه من هواشو دارم و اجازه بی احترامی بهش نمی دم . مدیریت عاطفه مهمه .,1,1,0,1,0,1
728,نخلک مرز افغانستان میشه؟ همسر من برای یه پروژه حفاری چاه عمیق اونجا بود.,1,1,2,1,2,1
729,دوست دختر من هم میاد پیشم سلام علیک می کنیم بعد میره,1,1,2,1,2,1
730,براچی انقدر شوهریییی به چی حقی چراااااا,1,1,0,1,0,1
731,من   سال رعایت کردم و نگرفتم حتی تو بیمارستان کنار کرونایی ها اخرش از بس شوهرم رعایت نمیکرد گرفت و منتقل کرد به همه خاندان,1,1,1,1,1,1
732,مسیله اینجاست که چرا دخترا حتی به دوست پسرشون باید نود بدن؟؟ من مال قدیمم دوست پسرم همچین چیزی ازم بخواد با ساطور نصفش میکنم ، نکنید عکس اندام برهنه خودتونو نفرستید برای هیچ کس،کسی که از شما نود بخواد روی شما غیرت نداره و شما جایگاهی توی قلبش ندارید,1,1,1,1,1,1
733,سلام [DISGUISED_] دارم با دوست دخترم کات میکنم حس خوبی دارم نمیدونم چرا..,1,1,1,1,1,1
734,همین چند روز پیش با اولین دوست پسرم بهم زدم,0,1,1,1,1,1
735,لایف استایل یک متاهل کرجی شاغل در تهران… کله سحر ساعت  :  قبل اذان صبح تو چرتی میزنی به اتوبان و ترافیک   تو دفتر چهره میزنی   عصر خروج میزنی تا  /  -  تو ترافیک تا برسی خونه… حتی حال نداری زنت رو بوس کنی چه برسه سانفراسیسکو ختم جلسه,1,1,1,1,1,1
736,پریز سه راهی پشت تخت حاج خانم بود و من تمام تلاشمو کردم که خیلی سوسکی بزنمش تو برق ولی حاج خانم یهو پاشد نشست و تا چندثانیه، چشم تو چشم من، هی میپرسید کیه؟ منم جواب میدادم منم. بعد در حالی که از خنده داشتم منفجر میشدم، راه رفته رو برگشتم و کف اتاق ولو شدم.,1,1,0,1,0,1
737,دلم واسه زیدم تنگ شده,1,1,0,1,0,1
