,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
320,که اقاجونم سه ماه قبل فوتش داشته با اسم این دختره می جنگیده به این شکل که عزیزم میگفته اره تو چشمت پیش فلانی مونده اونم قسم میخوره بخدا نه میخواستم بگم ممکنه یه اسم تا پنجاه سال یاد پارتنرتون بمونه و اذیتش کنه [PLEADING_] ایشالا شمام تا پنجاه سال دیگه پیش کسی که دوسش دارین باشین [HEART_],-1,1,1,0,3,1
321,اوا چه پررو درباره زن من حرف میزنیا,1,1,0,1,0,1
322, سالش بود من هنوز عقد کرده بودم اون پسرش و بچه دومش بدنیا امد یکروز شوهرش با موتور رفت بیرون و تصادف کرد و از بالای زانو پاهاش را از دست داد بیکار شد و افتاد کنار خونه گفتم شغلش نمای ساختمون بود پدر دختر خرج زندگیشونم داد ولی دعواهاشون خیلی زیاد شده بود سمیه درخواست طلاق داد و,1,1,2,0,3,1
323,: این که با پارتنرت رفیق مشترک جنس مخالف داشته باشید اشکال نداره . ولی هر گونه ارتباط و رفاقتی غیر این اشکال داره اقا اشکا…,-1,1,1,0,3,1
324,همسرم و دخترم کرونا گرفتن و به طرز عجیبی من خوبم که مراقبشان باشم! امشب تا صبح باید مدام تب ارغوان رو چک کنم که خطرناک نشه باز. پارسال عید هم درگیر بیمارستان بودیم، خدایا ما دیگه طاقت اورژانس و بستری رو نداریم  [PERSEVERING_] ,1,1,0,1,0,1
325,ش.هبانو فر .ح میشن ملکه ی سوم همسر اول ش.اهنشاه یکی از شاهزاده های مصر بودن فکر کنم ملکه فوزیه,-1,1,2,0,3,1
326,من همسرِ ساده ترین، بی الایش ترین، دل نازک ترین، بی ازارترین، تو باغ نیستش ترین و معصوم ترین دختر دنیام.,1,1,0,1,0,1
327,اگه کسی با من کار اشتباهی بکنه باید همه رو به یه چشم ببینم؟ مثلا اگه الان با کسی توی رابطه باشم و در گذشته از اکسم خیانت دیده باشم، الان حق دارم به پارتنر فعلیم که هیچ کار بدی نکرده شک داشته باشم؟ تجربه بد هم داشتم اتفاقا بازم دلیل نمیشه…,1,1,1,1,1,1
328,مخالفم. سن قانونی برا چیه؟ اون هم متاسّفانه به سرنوشت بقیه ی کودک همسر ها دچار میشه..,-1,1,1,0,3,1
329,بر خلاف سنتهای پلشت اسلامی و سیره زندگی محمد که به زنان با دیده رفع شهوت نگاه میکردند و به ازدواجهای متعدد افتخار میکردند، کوروش بزرگ بر شهادت منابع یک همسر داشت و به او علاقه داشت و متعهد بود هرودوت مورخ یونانی فقط از یک همسر بصورت روشن نام می برد تاریخ هرودوت، کتاب  ، بند  ,-1,1,0,0,3,1
330,اومدیم پیاده روی اقای همسر همش میگه بشینیم، میگم نیمکت بعدی انشالله خبر نداره همینجوری قراره تا اخر خیابون ببرمش [BEAMING_FACE_WITH_SMILING_],1,1,2,1,2,1
331,ینی چطور شده که هم بیمار شده هم راه درمانش همسر دومِ !؟,-1,1,1,0,3,1
332,روزی که وقتی با خانم فروزه بود با مهشید که شوهر داشت باهم ریلیشن داشتن و کثافت کاری میکردن ریده بود، این مرد نوکر پوله واقعا شرافت نداره، حیف این صدای قشنگ که همراهشه,-1,1,1,0,3,1
333,خدا رو شکر زن من مث تو فکر نمیکنه وگرنه هنوز مجرد بودم [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
334,چطوری به سلیقه من در انتخاب پارتنر، اعتماد می کنی؟,1,1,1,1,1,1
335,رشتو به این تصویر نگاه کنید! زنی زیبا، خوش پوش، خوش تیپ، مایکن، زندگی لاکچری، اهل و بزرگ شده انگلستان، تحصیل کرده فرنگ و به قول عوام ترین بخش جامعه ادم حسابی! ادمی که سرش به تنش می ارزه! ادمی که یک سر و گردن از بقیه بالاتره این خانوم اسما اسد همسر بشار الاسد هست. در همه,-1,1,0,0,3,1
336,تو مگه شوهر کردی بهم گفتی که امروز زنگ زدی بهم میگی با شوهرم اومدم شمال جا هست ما بریم؟؟ خب مگه من مکان یاب شمام چه کمکی ازم ساختست چیکار میتونم برای کسی که ده سال پیش میشناختمش بکنم اینم بگم که به هیچ عنوان مرد غریبه خونه خودم راه نمیدم,-1,1,1,0,3,1
337,یه خانم کارافرین در مورد مشکلات جسمی که در نتیجه ی کار سنگین و استرس براشون بوجود امده توییت نوشتن،بعد تمام بچه شیعه ها زیرش نوشتن زن جنس لطیفه و کارش فقط خانه داری و همسر داریه! مغزهای پوسیده.,-1,1,1,0,3,1
338,نه پارتنر خوب اونیه ک حتی وقتی کنارته هم دلت تنگ میشه براش چون به لحظاتی ک نیست فکر میکنی به اینک این حجم از حس خوب با نبودنش میره,-1,1,0,0,3,1
339,شرایطی رو میگذرونم که هرگز برای بدترین دشمنم هم ارزو نکردم، بیکارم کردن، ماشینم موتور سوزونده، اه دربساط نیست،استرس برای همسرم سمه، بخاطرهمین یه هفتس نذاشتم چیزی متوجه شه، شب عیدم هست، منفجر میشم اخر، دارم میترکم… اینم زندگی نرمال من، لجن  پراکنی میکنم من الان؟,1,1,1,1,1,1
340,مادر همسرم دیشب استوری گذاشتن که عشق اول و اخر یک پسر ،قطعا و حتما ،مادرشه! مادران عزیز اگه انقدر دوست دارید عشق اول و اخر بچه هاتون باشید تا اخر عمر کنار خودتون نگهشون دارید لطفا!!! مرسی ،اه,1,1,1,1,1,1
341,سن و سالم به  / /  بیشتر میخوره. نه به کودک همسری.,-1,1,1,0,3,1
342,ببخشید ولی فکرکن شوهر خودت توییترشو باز کنه این عکس رو ببینه، چه حالی میشی؟ به نظرم ما زن ها نباید در حق همدیگه این کار رو بکنیم :),-1,1,1,0,3,1
343,اصولا وقتی یه زن شوهرش میزنه اون مرده کاملا میتونه مهارش کنه یا بزنتش اگر اینکارو نمیکنه صرفا بخاطر اینه که نمیخواد ولی خانوما توانایی مقابله رو ندارن وقتی همسرشون روشون دست بلند میکنه,-1,1,1,0,3,1
344,: دم سال تحویل علی ضیا یه خانم رو اورده تو برنامه اش و در مورد لحظه مرگ همسرش سوال می کنه،حالا یه سوال هنوزم خر از قبرس م…,-1,1,1,0,3,1
345,اگر میشه برای شادیِ روحِ پدر بزرگِ همسرم که دیشب فوت کردند، صلواتی قرایت کنید [RED_] ممنون اللهم صل علی محمد و ال محمد و عجل فرجهم [RED_],1,1,2,1,2,1
346,ارررره چون بوی فرند نیسسسس لامصب همسره همسرررر  [PERSON_WITH_VEIL_LIGHT_SKIN_],1,1,0,1,0,1
347,می فهمم، من که هنوز له له می زنم بهم بگه مامان [FACE_HOLDING_BACK_] ,1,1,1,1,1,1
348,اصلن من موندم شوهرت واسه چی تو رو گرفته!؟  [FACE_WITH_TEARS_OF_],-1,1,1,0,3,1
349,خانوم شما مثلا از شوهرت انتظار چمیدونم بنز داری(یه مثاله صرفا) ایا خودتم ماشین در حد بنز داری که از اون بدبخت توقع داری (یه مثاله برای اینکه استاندارد ها خیلی وقتا ربط به داشته هایه خودت نداره یه نمونش انتظار دختر ایرانی از پسرا),-1,1,2,0,3,1
350,اره درست میگی. من از دیدگاهم اینه تقصیر پارتنر منه,1,1,1,1,1,1
351,دوست دخترم رمز اینستا و جمیل اینا رو داد ولی دیدم هر گوهی میخوره تو واتساپه، این بده [FACE_WITH_TEARS_OF_] ,1,1,1,1,1,1
352,تو اتوبان سرتون تو شوهر خودتون باشه  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],-1,1,0,0,3,1
353,ببین خداوند تو قران فرموده زنان کشتزار شمایند خب شما اگه یک ذره عقلتو به کار بندازی میفهمی که منظور خداوند این بوده که رابطه بین زن و شوهر مانند زمین کشاورزی و کشاورزه همینقدر نزدیک و تنگاتنگ بهم متصل هستن و کشاورز هم نهایت تلاششو میکنه و به زمین رسیدگی میکنه تامحصول خوب گیرش,-1,1,2,0,3,1
354,قبول ندارم چرا زن و شوهری بدون بچه نشن ؟ وقتی دنیا رو به نابودیه وقتی ایران جای زندگی کردن نیس؟ [WOMAN_WALKING_LIGHT_SKIN_],-1,1,2,0,3,1
355,اولش که نه به من مربوط نه به شما دومش که اتفاقا خوبه اگه مادر شد اختلاف سنیش با بچه هاش کمتره بهتر میتونه درکشون کنه چون سنش کمه بهتر میتونه با شوهرش تفاهم پیدا کنه و منعطف تره خودمم ارزوم بود تو همون سن   و   ازدواج کنم که نشد,-1,1,0,0,3,1
356,تو زیر توییتای زیدم ولی,1,1,2,1,2,1
357,مخالفم. در شان زن نیست که بایسته. فقط خوابیدن در رختخواب در انتظار تشریف فرمایی همسر ولی نعمتش در شان زن هست.,-1,1,1,1,1,1
358,متاهلی همین بدیا رو داره [FACE_WITH_TEARS_OF_],-1,1,1,1,1,1
359,بجون زنت که یزید هم دوسش داره اینطور نیست,-1,1,0,0,3,1
360,ب هراندازه ک انسان به همسر خود محبت داشته باشه ؛ موجب رضایت خدا میشه.,1,1,2,0,3,1
361,"[BUST_IN_] چرا ازدواج نمیکنی؟ [CAT_] بیاین انقدر بزرگونه حرف نزنیم! [CAT_] اسم این کاربر نوشته ""زن یونگی"" ادما ممکنه اشتباه بگیرن. [BUST_IN_] همسر عزیزم لطفا همیشه سلامت بمون. [CAT_]هاهاها [CAT_] ادم ها وقتی از یه رابطه توقع زیادی دارن، ناراحت و ازرده میشن، بیاین به روابط انسانی امیدوار نباشیم. این نظر منه.",1,1,2,1,2,1
362,کلی عوارض داره. بهتر اینه مرد از کاندوم استفاده کنه تا کلی عوارض قرص رو به پارتنرش تحمیل کنه,-1,1,1,0,3,1
363,به خدا نریدن  تو اینکه پارتنر ادم بسکتبالیست باشه…,-1,1,1,0,3,1
364,"مریم رجوی کیه که پیام نوروزی داده؟ همونی نیست که شوهرش طلاقش ""داد"" که رفیقش ""بگیردش""دقیقا به فرهنگ لغات اخوندی و کسی که از خود اخوندا بیشتر چسبیده به لچک تحمیلی خمینی به زنان ازاده ایران؟؟ملتی که از خمینی پیرمرد مجتهد عظما خنجر و شمشیر خورده یعنی میاد طرف گروه شیاد مسلمون دیگری؟",-1,1,1,0,3,1
365,اقا از شما بعید هست این کار  [DISGUISED_] یا خانمتون گفتن بلاکش کنید [WINKING_],-1,1,1,0,3,1
366,: تو رابطه نقش جاسوس رو بازی نکنید،پارتنر باشید.,-1,1,1,0,3,1
367,قسم به روزیکه وقتی اسم پسرمو از اسامی اهل بیت انتخاب کردم حتی یه نفر هم تو مراسم اسم گذاریش شرکت نکرد و همسرم با بغض بین نمازش تو گوشش اذان گفت خدایا وقتاییکه دلمون بخاطر اطاعت از تو شکسته رو ذخیره اخرتمون کن و نسل مارو محب و پیرو اهل بیت قرار بده,1,1,2,1,2,1
368,«این فرم ها رو پر کنید. اینجا رو هم همسرتون باید امضا کنند.» گفتم؛«من همسر ندارم. مجردم.» گفت؛«نمیشه که. این فرم بهرحال باید پُر بشه.همراهتون کیه؟ کجاست؟»(ادامه دارد.) /  زندگی شگفت انگیز من,0,1,1,0,3,1
369,همسرم از این حجم از توهمات خانوده اش خبر نداره ! اونا هم جلوی همسرم مطلقا چیزی نمیگن !!!,1,1,1,1,1,1
370,چرا قبول نمیکنن که این روشن فکری نیست؟ این لاسیدن های قبل مالیدنه بخدا ، برای رفاقت نیست ،برای رل هم قفله، اینا برای زن و شوهراس باهاش بچه بسازن,-1,1,1,0,3,1
371,الان تو فک کن پارتنر منی بفهمی مثلا تو خیابون که داری بام قدم میزنی من بهت بگم فلان دختره رو ببین من  سال باهاش بودم خدایی پارم نمیکنی؟!میکنی دیگه اگه هم نکنی تو دلت هف جدو اباد دختره رو فحش میدی و اگه جایی ببینیش تو دلت میگی باز این عنتر رو دیدم(البته اگه عاشق من باشی),-1,1,1,0,3,1
372,راننده اسنپ بعد از این که زیدم پیاده شد گفت با دوست دخترت چقدر حرف های تخصصی می زنی خیلی عجیبه :))))) بعد بابت دخالتش کلی عذرخواهی کرد و کلی ازمون تعریف کرد. خوشحال شدم :)),1,1,0,1,0,1
373,امروز یه خانومی میگف وقتی میخواد با شوهرش سکس کنه تابلو ایه قرانی که روی دیوار دارن رو یه ملافه میکشه روش که سکس اینارو نبینه چون گناه داره:) ازین جا تا پیش خودِ خدا:))))))))))))))) چی تو مغز اینا کردن واقعا نمیفهمم!,-1,1,2,0,3,1
374,واقعا کمبود شوهر احساس میشه,0,1,1,0,3,1
375,تو بیا این موخوره ی موهاتو من بگیرم قول میدم همه جا بگم برای شوهرت مهمی,-1,1,2,0,3,1
376,وای این یکی بدترین چیزاس هنو   سالم نشده درسته از کلاس هشتم خواستگار داشتم ولی دایی چه وقت شوهر کردنه بخوام شوهر میکنم نخوام نمیکنم مردم گوه خوری زیاد میکنن منم گفتم به کسی ربطی نداره کی بخوام ازدواج کنم کسی حق زر الکی نداره خلاصه فدات شم تر بزن روشون نتونستی خودمو خبر کن [ROLLING_ON_THE_FLOOR_][WOMAN_WITH_WHITE_][PURPLE_],0,1,1,0,3,1
377,ولی واقعاً چه حکمتی است که دختران در خانه پدری ترمیناتور هستند و همه چیز را نابود می کنند، ولی در خانه شوهر سفت و سخت مراقب مال و اموال شوهرشان هستند؟! [THINKING_] به قول مهران مدیری، دیدم که می گم، یکیش دختر خودم!![SLIGHTLY_SMILING_] ,-1,1,0,0,3,1
378,بگید کجای کار رو اشتباه رفتیم ک بارداری دختر   ساله اشکالی نداره و روشن فکریه اما اگه ی دختر   ساله ازدواج کنه میشه کودک همسری,-1,1,1,0,3,1
379,میشه به خانواده شوهرم نگی کسشر؟  [GRINNING_FACE_WITH_BIG_],1,1,0,1,0,1
380,این مثل ادعای اون اخوندیه که می گه از اجازه خروج همسر ناراحتی؟ خب قبلش برو محضر و جز شروط قبل عقد حق خروج از کشور بگیر((:,-1,1,1,0,3,1
381,روی اسم شمال حس مالکیت دارن و متعصبن، انتظار برای نبریدن سر همسر و دختر توقع زیادیه.,-1,1,1,0,3,1
382,بدون اینکه وسایلشون رو ببرند. یک چراغ تو ورودی خونه روشن گذاشته اند، حفاظ اهنی رو بسته اند و رفته اند. و خب این اتفاقیه که او زن و شوهرهای جوون زیاد دیده ام. سکوت، سکوت، یک دعوای وحشتناک و تمام!,-1,1,1,0,3,1
383,دقیقا مامان بزرگ منم هر سری میگه زنت کو منم یه ساعتی داستان رو از اول براش تعریف میکنم فک کنم نصف افسردگیم سر اینکه هی بازگو میکنم و مرور میکنم,0,1,1,1,1,1
384,زن باشی توایران امکان نداره خاسته نشی؟ جنس برتر بودن؟تاحالا تو خیابون بهت دست زدن،متلک جنسی انداختن ک هیچ گهی نتونی بخوری که ببینی جنس برتر بودن ینی چی؟ تاحالا پشت فرمون بودی بهت گفتن برو پشت ماشبن ظرفشویی بشین؟ شوهرت یا پدرت کتکت زده ک زنگ بزنی پلیس بگن خانوادگیه دخالت نمیکنیم؟,-1,1,1,0,3,1
385,شوهره حداقل باید یک دست یا پای زن رو قطع کنه تا زن بتونه طلاق بگیره ! والا زن زندگی ازادی,-1,1,1,0,3,1
386,این دیگه از پارتنرم بالاتره [NEUTRAL_] نگین رفیق بش,1,1,2,1,2,1
387, [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_] ،تنبل هم که هستید ،هیچی شوهرت واقعا بیچارس,-1,1,1,0,3,1
388,خب زن و شوهر فامیل محصوب میشه…  [BEAMING_FACE_WITH_SMILING_][BEAMING_FACE_WITH_SMILING_][BEAMING_FACE_WITH_SMILING_],-1,1,2,0,3,1
389,هرگز نفهمیدم این سکانس چرا گرفته شد، چه معنی ای داشت؟ کارگردان به بازیگر گفت انتن بیسیمو بکن توی دهنت در بیار؟ بعد شوهرت از جلو بیاد نگاه معنادار کنه و سرشو کج کنه؟ چی مثلاً؟ بعد بازیگرا بروبر گفتند باشه؟,-1,1,2,0,3,1
390,به رفیقم گفتم تو از کی شروع کردی به گوشواره انداختن؟ گفت از وقتی دوست دخترم اونا رو تو ماشینم پیدا کرد,-1,1,2,0,3,1
391, . گوشی من فقط حریم شخصی من نیست، حریم شخصی تمام ادم هایی که با من در ارتباط هستند هم محسوب می شه.  . حرف های داخل گوشی می تونن دفترچه خاطرات احساسات لحظه ای و هیجانی من هنگام شرایط سخت باشن، چیزهایی که قلباً بهشون باور ندارم و دیدن اون ها می تونه افکار پارتنرم رو بهم بریزه.,1,1,2,1,2,1
392,بنده بعضی از اقایون رو می بینم دلم می خواد رو به پارتنرشون بگم کوفتت بشه ولی خودمو کنترل می کنم. [SLEEPY_],-1,1,1,0,3,1
393,"نادین ام نیوفویل، مدیر بخش مبارزه در برابر خشونت علیه زنان در وزارت عدلیه امریکا، می گوید: ""بر اساس یافته های ما در ایالات متحده، هر روز سه زن در این کشور به دست همسر و یا دوست پسر سابق شان به قتل می رسند و این امار برای ما بسیار جدی است."" ای از سال   است میتانی خودت هم سرچ کن",-1,1,1,0,3,1
394,از همون کودکی تصورم از شوهر یکی که شخصیتش مثل اراگورن داخل ارباب حلقه باشه بود [FACE_WITH_TEARS_OF_],-1,1,2,0,3,1
395,شوهر صبور و هنرمند و مهربون بزرگترین نعمتی بود که بهم داده شد. سه بار رفت بیرون هربار واسه یه ویارم یه چیز بخره تو این گرما یه اخم نکرد :( بمیرم براش اخه,1,1,0,1,0,1
396,ی نودایی میزارید ک من از دوست دخترم روم نمیشد بخام لاشیا,1,1,2,1,2,1
397,نتیجه ی زیاد پورن دیدن و انتظارات عجیب و غریب از هیکل پارتنر رو تو منشن ها مشاهده می کنید. شاید ابرادات زیادی به این حرکت وارد باشه ولی هیکل و قد رو مسخره نکنید دیوثا می دونید با مسخره کردن این چیزها چقدر روح و روان طرف بهم می ریزه؟ جمع کنید بابا,-1,1,1,0,3,1
398,بعضیا هستن که از نظر ذهنی واقعا مشکل دارن! رابطه با زن یا مرد متاهل رو افتخار میدونن و خودشون رو به شدت ارضا میکنن از این راه. در مقابل اینا همون افراد متاهلی هستند که به هر دلیلی پیش خودشون میگن خو همین امشبه دیگه، کسی نمیفهمه! همین امشب میشه چند بار و منجر میشه به طلاق و…,-1,1,1,0,3,1
399,بعداز کلی تحقیق، مدرسه شاهد ایده ال امد. فقط نیاز به یک سفارش بود برای ثبت نام. با همسرم خیلی فکر کردیم. دیدیم نباید بنیان تحصیل رزا رو با سفارش و پارتی شروع کنیم. بیخیال شاهد شدیم و یک مدرسه دیگر بدون نیاز به سفارش نوشتیم. مطمینم رعایت مرزهای الهی مهمترین رکن در تربیت فرزند است.,1,1,2,1,2,1
400,همسر هم امروز رو عید اعلام کرده از خونه کار می کنه اونم فقط کارای خیلی مهم بقیه رو گذاشته فردا صبح  [GRINNING_FACE_WITH_]  منم که از صبح یه بند پشت تلفنم انگار نه انگار المان نوروز ندارد.,1,1,2,1,2,1
401,حیف این چشم و ابرو نیست که رو صورت توعه؟! برگی از ابراز علاقه همسر اینجانب,1,1,1,1,1,1
402,همسر سابقم عزیزم خدا ازش نگذره به حق محمد و ال محمد,0,1,1,1,1,1
403,: من جدی چندتا از دوستام تو پروسه طلاقن. مرحله شوهر و بچه رو خیلی وقته دیگه انلاک کردن.,-1,1,1,0,3,1
404,منم پدر مجردم و وقتی جدا شدم فقط با لباسای تنم اومدم بیرون و هرچی تو خونه بود بهمراه ماشین و پول رهن رو دادم به همسر سابق به دو دلیل:  - تو تمام اون سالها همسر خوبی بود  - دلم نمیخواست بچم تو خونه ای زندگی کنه که ببینه تلوزیون و یخچال و… نداره در حال حاضر مهریه و بخشی از /,0,1,1,1,1,1
405,بچه ها جون معرفی میکنم نیلوفر دوست دخترم هستن,1,1,2,1,2,1
406,اقای عزیز ، خانم محترم اگر عروج میخواهی ، میخواهی به جایی برسی از خانه خودتان شروع کن ! دل خواهرت را شکستی . برو درستش کن . دل مادر و پدر را شکستی . همسرت را ازرده کردی ، برو از دلش در بیاور . از خانه شروع کنید. ( استاد فاطمی نیا ),-1,1,2,0,3,1
407,با اینکه کلا ابی گوش نمیدم ولی این و متوجه شدم که عامل افت حرفه ای ابی همین همسر سلیطه و اون پسر پفیوسشه,-1,1,1,0,3,1
408,من شصتم بشه شصت و پنج قرص برنج میخورم خودکشی میکنم ، با اونجاها نمیرسه ، بعدشم من همسر دارم دیگه  [] ,1,1,2,1,2,1
409,محمود زیبایی، که همسر و فرزندشون رو در پرواز  از دست دادند:,-1,1,2,0,3,1
410,رفتار منو زنم باهم دیگه مثل کاپلای  - سالست زیادی نسبت به کسایی که سه ماهه باهمن دایورت کردیم همچیو [FACE_WITH_TEARS_OF_],1,1,1,1,1,1
411,یعنی این اپراتورای لیزر، دخترا رو تو پوزیشنایی دیدن که حتی دوست پسر و شوهراشونم ندیدن [FACE_WITH_TEARS_OF_][RAISING_] ,-1,1,2,0,3,1
412,زن اگر زن ازاده باشد وقت نمیکند از تخت در بیاید و پاهایش را صاف بذارد زمین چه برسد بخواهد خارج از تخت روی پاهایش بایستد… پس وظایفش چه میشود چه کسی بزاید.چه کسی نیاز های شوهرش را براورده کند اگر زنان بایستند خیانت ها وارد زندگی زناشویی میشوند!,-1,1,1,0,3,1
413,: اتفاقا منم بعد اون کلیپ رقصه دوست داشتم زیدم پیشم باشه. دلیل خاصی هم نداره کلا دلم براش تنگ شده. [WINKING_],1,1,0,1,0,1
414,از شوهر قبلیشه دیگه,-1,1,1,0,3,1
415,اونوقت منِ   ساله میگن کی شوهر میکنی میگم هنوز بچم زوده شوهر کنم خانواده این چه فکری کردن دخترشونو شوهر دادن؟؟؟؟؟؟؟ [NEUTRAL_][NEUTRAL_][PINCHED_FINGERS_LIGHT_SKIN_],-1,1,1,0,3,1
416,هرچی واسه شما کوچیک و بی معنیه تو رابطه، ممکنه واسه پارتنرتون مهم و بزرگ باشه… پس از توجه کردن به خواسته اون و توضیح داده دریغ نکنین,-1,1,2,0,3,1
417,طاقت نیاوردم به شوهر دختر خالن کفتم مارک جورابتو نکنی اصلا انگار رو قلب من زده بودن اون مارکو بیچاره  [FACE_WITH_PEEKING_][FACE_WITH_PEEKING_],-1,1,2,0,3,1
418,بچه ها دوستم تازه داره ارمی میشه رفته گوگل بیوگرافی جونگکوک بخونه اینو فرستاده برام میگه ولی تو نگفته بودی همسر داره [NEUTRAL_][FACE_WITH_TEARS_OF_]  تورو خدا این سم چیهه؟,-1,1,1,0,3,1
419,"بعد عکسم با پارتنرم یسری دوستان به ناشناس بنده حمله کردن که ""تو چرا فک میکنی لایق یه دندونپزشکی"" و اینکه «خودت چکاره ای مثل بختک افتادی به جون پسره"" اینکه هنوز فک میکنین همه دخترا بختک کار و زندگی پسران و دختره خودش نمیتونه کاره ای باشه هم کار اخونده:)))))",1,1,0,1,0,1
420,سیزده به در با خانواده همسر باید بریم یا خانواده خودمون؟,-1,1,2,0,3,1
421,دانشمندا میگن از هر   نفر یکی تو رابطه خیانت میکنه منم نمیدونم دوس دخترم داره بم خیانت میکنه یا زنم,1,1,1,1,1,1
422,بعد عاشق بشی. ازدواج کنی. با همسرت و خونواده ش همرنگ باشی. بچه دار بشی. بچهه مثه ادم رشد کنه، تربیتش کنی. اونم درس بخونه و ازدواج کنه و واست نوه بیاره و… خداییش خیلی کسل کننده اس. ادم باس تو زندگیش عذاب بکشه. باس قبل مردنش رُسّ زندگی رو بکشه. باید تا ته تهش/,1,1,1,1,1,1
423,شاید یکی از خوبی توییتر و  لینکداین…اینه که یه دفه یکی رو  پیدا میکنی بعد از  -  سال، مثلا اولین دوست دخترم که سال اول دانشگاه باهاش اشنا شده بودم، اکانت توییتر داره و  رفته کانادا، افرین و احسنت,0,1,0,1,0,1
424,الان دیگه پدر شوهرم باید بهم عیدی میداد,1,1,2,1,2,1
425,چند سال پیش دوستم ازدواج کرد ، دوست پسر سابقش زنگ زده بود به شوهرش گفته بود، زنت با من  دوست بوده…! شوهرش گفته بود:من عرضه داشتم باهاش ازدواج کردم تو نداشتی… از این مردا باشین…,-1,1,0,0,3,1
426,پدر شوهر من الوخورشتی خیلی دوست داشت. یه بار مشهد که رفتیم از یه مغازه ای برای سوغاتی الو هم گرفتم و بهش گفتم حاج اقا این سوغاتی شماست… مادرشوهرم چند روز بعد با اون الوها الواسفناج درست کرد…حاج اقا خورشت رو میخورد ولی به لهجه ترکی خودش میگفت بح بحححح چه الللوهایی [BEAMING_FACE_WITH_SMILING_][BEAMING_FACE_WITH_SMILING_] ..به جای,1,1,2,1,2,1
427,یک پیشنهاد سکسی برای سوپرایز شوهر و خرید یک وسیله جدید برای خونه که یاد بگیره وقتی تو خونه نون نیست،ول نکنه بره شمال عشق و حال:))),1,1,1,1,1,1
428,یکی از مراجعین درمانگاه ما از نبودن پرسنل تزریقات خانم شاکی شد.بهش گفتم همسر اونم مثل تو فکر می کرد و اجازه نداد زنش شب شیفت وایسته,-1,1,1,0,3,1
429,بازیگر این نمایش مشمیز کننده نگار جواهریان همسر رامبد جوان است که دست بر قضا در نمایش با اسم  واقعی به ایفای نقش می پردازد! این همزادپنداری تا جایی است که وقیحانه کودک خردسالی که در داستان توسط کارگردان مورد تجاوز قرار می گیرد همان کودک رامبد جوان و نگار جواهریان عنوان می شود,-1,1,1,0,3,1
430,روابط تو خانواده همسرم شکر ابه، خانواده منم یا ایران نیستن یا روابط خاصی نداریم,1,1,1,1,1,1
431,خیلی نیست.یک ششم فک کنم هست.ولی خیلی هم تخمی نیست بنظرم.مثلا یکی تازه ازدواج کرده و بچه نداره چرا همش برسه به زنش؟منطقیه بنظرت؟ مثلا دور از جون خودتون الان فوت کنی همش برسه به زنت اوکییه؟ من باشم دوست دارم یه مقدارش به مامان بابام برسه. بعد وقتی بچه هست خیلی وقتا پدر مادر میبخشن.,-1,1,2,0,3,1
432,خانواده داماد حنانه بندون رو بدون حضور عروس گرفتن. گفتن مسافت زیاده، حالا جفتشون تهرانن. تو عروسی هم به عروس گفتن ما میخواستیم به عنوان کادوی عروسیتون ربع سکه بخریم، دیگه گفتیم همون جشن حنابندون باشه هدیه عروسیتون! برید قدر مادرشوهرای نازنینتون رو بدونید:)),-1,1,1,0,3,1
433,اکسم اصرار می کرد بنزین سوپر نزنم که سهمِ دنگ بنزینش کمتر بشه [EXPRESSIONLESS_],0,1,1,1,1,1
434,منم شوهر دارم همون بچت شدن خوبه,1,1,2,1,2,1
435,من و همسرم,1,1,2,1,2,1
436,نه دقیقا اینایی که پارتنر چندساله دارند و دست از دایرکت ملت برنمی دارن,-1,1,1,0,3,1
437,متاسفانه تو جامعه ما «بعضی پسرا» دوس دختری میخوان که باهم سکس کنن،و همسری میخوان که سکس نکرده باشه.به همین دلیل دخترا میترسن از سکس توو رابطه ای که از ایندش مطمین نیستن در نتیجه پسر برای رسیدن به سکس کلی ادای عاشقی در میاره و بعدش غیب میشه دختر هم میمونه با افسردگی و صدجور مشکل.,-1,1,1,0,3,1
438,یه باکس گل خریده بودم که عیدی بدم پارتنرم ، مامانم از تو اتاقم پیدا کرده فک کرده واسه اون خریدم برداشتش عید دیدنی برد واسه خالم =},1,1,0,1,0,1
439,وا یارو جدا شده چطور حال بهم زنم؟؟؟؟,-1,1,1,0,3,1
440,دوست من اصالت پدر من زنجانی هست. و اصالت مادرم اراکی. اصالت همسرم هم لر هست و به زبان فارسی هم صحبت میکنم. زیبایی کشورمون همین بلوغی هست که بین اقوام شکل گرفته. و میتونیم در یک اتحاد زیبا علی رغم تفاوت ها زندگی کنیم. و به همدیگه احترام بگذاریم,1,1,0,1,0,1
441,دقیقا همینه. بعد از   سال زندگی همسر سابق گفت میخواد تجربه بیشتر داشته باشه و گند زد به زندگی.,0,1,1,1,1,1
442,مگه زنت پانیذه,-1,1,2,0,3,1
443,هم صبح اونایی که پارتنر دارن و هم اونایی که ندارن بخیر باز دعوا نشه [FACE_WITH_TEARS_OF_],-1,1,2,0,3,1
444,من یه شوهر دوستیم که نگو,1,1,0,1,0,1
